flee away ,逃跑,*
leap up ,一跃而起,*
"rush into, dash into ",冲进,
drag (one's) legs ,拖着双腿,*
"move about, move around",四处走动,*
struggle out of the bed,挣扎着起床,
"get down on (one's) knees down, get down on (one's) kneel down",跪下,
trip over ,绊倒,*
limp all the way ,一路跛行,*
slip out of ...,从……溜走,*
"slip into, steal into, slide into",溜进,*
cross (one's) legs ,跷着二郎腿,
