bounce,vi. & vt.(使）弹起;上下晃动; n.弹性;弹跳;活力,*
bounce around,蹦来蹦去;弹来弹去,*D
aptitude,n.天资;天赋,
head start,起步前的优势,*D
scenario,n.设想;方案;预测,
lawyer,n.律师,*
assemble,v.组装;装配; vi.& vt.收集;聚集;集合,
drawer,n.抽屉,*
a chest of drawers,抽屉柜,*D
breast,n.乳房;胸部,*
hydrogen,n.氢;氢气,*
radium,n.镭,*
wrist,n.手腕;腕关节,*
bridegroom,n.新郎,*
geometry,n.几何学;几何图形,*
debt,n.债务;欠款,*
categorise,vt.把·……分类（加以归类),
profile,n.简介;概述;侧面轮廓; vt.扼要介绍;概述;写简介,*
participant,n;参与者;参加者,
code,n.代码;密码; vt.编码;把……译成密码,
orient,vt.使适应;使面对;确定方向,
detective,n.侦探;警探,*
graphic,n.图表;图形;图画; adj.绘画的;图案的,
estate,n.庄园;住宅区;工业区,*
(real) estate agent,房地产经纪人,*D
accountant,n.会计;会计师,
spy,n.密探;间谍; vi.从事间谍活动; vt.突然看见;发现,*
justice,n.公平;公正;合理,*
accuse,vt.控告;控诉;谴责,*
come to a conclusion,得出结论,*D
greedy,adj.贪婪的;贪心的,*
entrepreneur,n.创业者;企业家,
receptionist,n.接待员,*
CV,n;履历;简历,*
socialist,adj.社会主义的; n.社会主义者,*
communist,adj.共产主义的; n.共产主义者,*
dedicate,vt.把……奉献给,
fox,n.狐狸;狡猾的人,*
council,n.委员会; 市政服务机构,*
canal,n.运河;灌溉渠,*
attend to,关怀;照料;处理,*D
supervise,vt.& vi.主管;指导;监督,*
handwriting,n.书法;书写;笔迹,*
disk (disc),n.磁盘;盘,*
parking,n.停车位;停车,*
camel ,n.骆驼,*
fry,n.油煎的食物; vt.& vi.油炸;油炒;油煎,*
purse,n.钱包;皮夹子（尤指女用),*
sew,vi.& vt. 缝制;做针线活,*
knit,vt.& vi.编织;针织;（使）紧密结合; n.编织的衣服;针织衫,
wool,n.毛;毛线;毛料,*
intermediate,adj.中级的;中等的;中间的,
priority,n.优先事项;首要的事;优先,*
proficiency,n.熟练;娴熟;精通,
cage,n.笼子; vt.关在笼子里,*
collar,n.(动物）颈圈;衣领,*
flea collar,灭蚤颈圈,*D
finance,n.资金;财政;金融; vt.提供资金,*
receipt,n.收据;接收,*
certificate,n.合格证书;证明,*
employer,n.雇主;老板,
desert,n.沙漠;荒漠,*
acquire,vt.获得;购得,*
Marie Curie,玛丽·居里（居里夫人),Z
The Communist Manifesto,《共产党宣言》,Z
Olivia,奥利维娅,Z
PETS (Public English Test System),全国英语等级考试,Z
