stand tall with pride ,昂首挺胸地站着,D
walk with pride ,带着自豪感走路,D
beam with pride ,自豪地微笑,*D
be bursting with pride ,满怀骄傲,D
bask in the glow of pride ,沉浸在自豪中,*D
glow with pride ,充满自豪感,D
feel a surge of pride ,感到一阵自豪,D
think highly of oneself ,自命不凡,*D
stand in quiet pride ,静静地站着并心中充满自豪,D
order people about by gesture ,颐指气使,D
hold (one's) head high,昂首挺胸,D
take pride in (one's) achievements ,为自己的成就感到自豪,D
feel an overwhelming sense of pride ,感到一种强烈的自豪感,*D
