castle,n.城堡；堡垒,*
apply,vi.& vt.申请；请求；vt.应用；涂（油漆、乳剂）,*
apply for ,申请,*D
visa,n.签证,
rent,vt.租用；出租；vi.租用；租金为；n.租金,*
pack,vi. & v1.收拾（行李）；vt.包装；n.（商品的）纸包；纸袋；大包,*
amazing,adj.令人惊奇的；令人惊喜的,*
amazed,adj.惊奇的；惊喜的,*
arrangement,n.安排；筹备,*
extremely,adv.极其；非常,*
source,n.来源；出处,*
narrow,adj.狭窄的；vi.&vt.（使）变窄,*
flat,adj.平坦的；扁平的；n.公寓；单元房,*
powerful,adj.强有力的；有权势的；有影响力的,
empire,n.帝国,*
emperor,n.皇帝,*
site,n.地点；位置；现场,*
take control of,控制；接管,*D
official,adj.官方的；正式的；公务的；n.官员；要员,*
recognise,vt.辨别出；承认；认可 NAmE -ize,*
type,n.类型；种类；vi.& vt.打字,*
flight,n.空中航行；航班；航程,*
accommodation,n.住处；停留处；膳宿,*
unique,adj.唯一的；独特的；特有的,*
path,n.小路；路线；道路,*
destination,n.目的地；终点,*
other than,除……以外,*D
admire,vt.钦佩；赞赏,*
architecture,n.建筑设计；建筑学,*
architect,n.建筑设计师,*
brochure,n.资料（或广告）手册,*
package,n.包裹；包装盒；vt.将…包装好,*
package tour,包价旅游,*D
contact,vt.联络；联系；n.联系；接触,*
"civilisation, civilization",n.文明；文明世界,*
make up,构成；形成,*D
soldier,n.士兵；军人,*
transport,交通运输系统；vt.运输；运送,*
hike,vi.徒步旅行；vt.去……远足；n.远足；徒步旅行,*
economy,n.经济；节约,*
economic,adj.经济（上）的；经济学的,*
credit,n.借款；信用；称赞；学分,*
credit card,信用卡,*D
detail,n.细节；详情；细微之处,*
check in,（在旅馆、机场等）登记,*D
check out,结账离开（旅馆等）,*D
request,n.（正式或礼貌的）要求；请求；vt.（正式或礼貌地）要求；请求,*
view,n.视野；景色；看法,*
sight,n.景象；视野；视力,*
statue,n.雕塑；雕像,*
BCE (before the Common Era),公元前,*D
tomb,n.坟墓,
unearth,vt.挖掘；发掘,
comment,n.议论；评论；vi.& vt.发表意见；评论,*
the Eiffel Tower,埃菲尔铁塔,Z
Neuschwanstein Castle,新天鹅堡,Z
Iceland,冰岛（国家名）,Z
Disneyland,迪士尼乐园,Z
Peru,秘鲁（国家名）,Z
the Andes Mountains ,安第斯山脉,Z
the Amazon rainforest,亚马孙雨林,Z
the Inca Empire,印加帝国,Z
Machu Picchu,马丘比丘,Z
Spain,西班牙（国家名）,Z
Spanish,n.西班牙语；西班牙人；adj.西班牙的,Z
Cusco,库斯科（秘鲁城市）,Z
Lake Titicaca,的的喀喀湖,Z
the Uros,乌鲁斯人,Z
the Terracotta Army ,兵马俑,Z
