parcel,n.包裹; vt.裹好; 打包,*
jam,n.果酱;堵塞,*
mail,n.邮件;信件;邮政; vt.邮寄;发电邮给,*
secondary,adj.中学的;次要的,*
clay,n.黏土;陶土,*
dust,n.沙土;灰尘; vi.& vt.擦灰,*
dusty,adj.布满灰尘的,
weed,n.杂草;野草; vt.& vi.除杂草,*
chorus,n.合唱曲;合唱团; vt.合唱;齐声说,*
a chorus of,齐声;异口同声,*D
cotton,n.棉布;棉花,*
uniform,n.校服;制服; adj.一致的;统一的,*
not to mention,更不用说;且不说,*D
tablet,n.平板电脑;便笺本;药片,*
rubber,n.橡皮;黑板擦;橡胶,*
washroom,n.洗手间;厕所,*
rigid,adj.死板的;固执的,*
bubble,vi.起泡;沸腾,
tube,n.管子;管状物,*
circus,n.马戏团,*
chemist,n.化学家;药剂师;药房,*
shade,vt.给……遮挡（光线）;加灯罩;把……涂暗n.阴凉处;灯罩;阴影部分,*
jaw,n.颌;下巴,*
wrinkle,vt.& vi.（使脸上）起皱纹;皱起; n.皱纹,*
forehead,额; 前额,*
hut,n.简陋的小房子（或棚、舍）,
housing,n.住房;住宅,*
platform,n.平台;站台;舞台,*
fireplace,n.壁炉,
saucer,n.茶碟;杯托,*
kettle,n.（烧水用的）壶;水壶,*
pan,n.平底锅;烤盘,*
jar,n.罐子;坛子,
ripe,adj.成熟的;时机成熟的,*
grill,n.烤架;烤肉餐馆,
doorway,n.门口;出入口;门道,
leftover,adj.吃剩的;残留的; n.吃剩的食物;遗留物,
handshake,n.握手,
drag,vt.拖;拽; vt.& vi.缓慢而费力地移动,*
privilege,n.优惠待遇;特权,
plug,vt.封堵;补足; n.堵塞物;插头;插座,*
disabled,adj.有残疾的;丧失能力的,*
resign,vi.& vt.辞职;辞去,*
deserve,vt.值得;应得;应受,*
lately,adv.最近;不久前;近来,
input,n.情况;信息;投入;输入; vt.输入,*
tune,n.曲调;曲子; vt.调音;调节;调频道,*
contract,vt.感染（疾病）;与……订立合同（或契约）; n.合同;契约,*
grant,vt.同意;准许; n.拨款,
take (....) for granted,认为（……）是理所当然;对（……）不予重视,*D
cardiac,adj.心脏病的;心脏的,
circuit,n.巡回;环形线路,*
disability,n.缺陷;障碍,*
consultation,n.咨询;咨询会,*
relay,vt.转发;转播; n.接力赛;接班的人,*
relay to,转达给……;转发给……,*
criterion,n. 标准;准则;原则,*
stability,n.稳定（性）;稳固（性）,*
pray,vi.& vt.企盼;祈祷;,*
pray that,但愿,*D
hypothetical,adj.假设的;假定的,
Papua New Guinea,巴布亚新几内亚（国家名）,Z
Ghana,加纳（国家名）,Z
Congo,刚果（国家名）,Z
Panama,巴拿马（国家名）,Z
