in a state of shock ,震惊不已,D
be numb with shock ,惊呆了,*D
in astonishment ,惊讶,D
be in for a shock,大吃一惊,D
come as a shock ,令人震惊,D
knock (sb.) sideways,使某人惊讶得不知所措,*D
"to (one's) amazement, to (one's) astonishment",让某人惊讶的是,D
be astonished with (one's) mouth wide open,惊讶得目瞪口呆,D
jump out of (one's) skin ,大吃一惊,*D
